,princeton_positions,o_net_titles,similarity_score
3960,Product Scientist,Demonstrators and Product Promoters,0.35355339059327373
3961,Supervising Senior Consultant,Food Preparation Workers,0.0
3962,Contributing Writer,Food Preparation Workers,0.0
3963,Content Writer,Food Preparation Workers,0.0
3964,Junior Account Executive,Executive Secretaries and Executive Administrative Assistants,0.408248290463863
3965,Articles and Comments Editor,"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders",0.36380343755449945
3966,Senior Data Science Product Manager,Data Scientists,0.3162277660168379
3967,Deputy Budget Manager,Budget Analysts,0.408248290463863
3968,Assistant Innovation Manager,Food Preparation Workers,0.0
3969,Resident Fellow,Food Preparation Workers,0.0
3970,Bioinformatics Scientist,Bioinformatics Technicians,0.4999999999999999
3971,Asia ex-Japan Long/Short Equities Executive,Executive Secretaries and Executive Administrative Assistants,0.26726124191242434
3972,Assistant Vice President,Food Preparation Workers,0.0
3973,L.L.M. Teaching Assistant,"Teaching Assistants, Postsecondary",0.408248290463863
3974,Recruiting Leader,Food Preparation Workers,0.0
3975,Grain Lead,Food Preparation Workers,0.0
3976,visiting faculty member,Food Preparation Workers,0.0
3977,Features Writer,Food Preparation Workers,0.0
3978,Business Development Analyst,Business Continuity Planners,0.3333333333333334
3979,Defensive Line Coach,Telecommunications Line Installers and Repairers,0.25819888974716115
3980,Branch Head,Chefs and Head Cooks,0.35355339059327373
3981,9th Grade GLT Chair,Food Preparation Workers,0.0
3982,Company Executive Officer,Executive Secretaries and Executive Administrative Assistants,0.408248290463863
3983,Cryptographic engineer,Food Preparation Workers,0.0
3984,Senior Marketing Specialist,Marketing Managers,0.408248290463863
3985,PGY2 Resident,Food Preparation Workers,0.0
3986,Deputy Director of Analytics,Cleaners of Vehicles and Equipment,0.22360679774997896
3987,Autopilot Technician,Food Preparation Workers,0.0
3988,Front Desk Receptionist,"Hotel, Motel, and Resort Desk Clerks",0.2357022603955159
3989,Associate in Research,Clinical Research Coordinators,0.3333333333333334
3990,Staff Technologist,Food Preparation Workers,0.0
3991,Senior Product Designer,Demonstrators and Product Promoters,0.2886751345948129
3992,International Student Career Coordinator,"Career/Technical Education Teachers, Postsecondary",0.22360679774997896
3993,Global Strategist,Food Preparation Workers,0.0
3994,Computational Scientist,Food Preparation Workers,0.0
3995,Strategy Officer,"Military Officer Special and Tactical Operations Leaders, All Other",0.2357022603955158
3996,"Senior Guidance, Navigation and Control Engineer","Educational, Guidance, and Career Counselors and Advisors",0.408248290463863
3997,Global Expansion Director,Food Preparation Workers,0.0
3998,Senior Managing Consultant,Food Preparation Workers,0.0
3999,Oncology fellow,Food Preparation Workers,0.0
4000,Generative Performing Artist,Food Preparation Workers,0.0
4001,Ph.D. Student,Food Preparation Workers,0.0
4002,Appellate Court Attorney,"Court, Municipal, and License Clerks",0.25819888974716115
4003,E-commerce Director,Food Preparation Workers,0.0
4004,Regional Advisor,Urban and Regional Planners,0.35355339059327373
4005,High School Teacher,School Psychologists,0.408248290463863
4006,Performance Nutrition Dietitian,"Makeup Artists, Theatrical and Performance",0.25819888974716115
4007,Junior Trader,Food Preparation Workers,0.0
4008,Hospice Medical Director,Medical Transcriptionists,0.408248290463863
4009,R&D Engineer,Food Preparation Workers,0.0
4010,Senior Vehicle Development Engineer,Training and Development Managers,0.25
4011,NSF Graduate Fellow,Food Preparation Workers,0.0
4012,Editorial Staff,Food Preparation Workers,0.0
4013,Senior Analyst,Food Preparation Workers,0.0
4014,Principal Electrical Engineer,Electrical Engineers,0.408248290463863
4015,Traffic Associate,Traffic Technicians,0.4999999999999999
4016,Graduate Support Counselor,Computer Network Support Specialists,0.2886751345948129
4017,Scaled Sales Manager,Sales Managers,0.408248290463863
4018,Senior Project Management Associate,Project Management Specialists,0.5773502691896258
4019,Investment Banking Associate,Investment Fund Managers,0.3333333333333334
4020,Science and Mathematics Instructor,"Forestry and Conservation Science Teachers, Postsecondary",0.4082482904638631
4021,Staff Software Engineer,Software Developers,0.408248290463863
4022,Brand Director,Food Preparation Workers,0.0
4023,People Manager,Food Preparation Workers,0.0
4024,Projects Manager,Food Preparation Workers,0.0
4025,Wireless Software Engineer,Software Developers,0.408248290463863
4026,Research Study Coordinator,Clinical Research Coordinators,0.3333333333333334
4027,Consumer UX Researcher,"Family and Consumer Sciences Teachers, Postsecondary",0.2357022603955159
4028,Endocrinologist,Food Preparation Workers,0.0
4029,GTM Operations Manager,Airfield Operations Specialists,0.3333333333333334
4030,Associate Manager,Food Preparation Workers,0.0
4031,Sustainability Lead,Sustainability Specialists,0.4999999999999999
4032,Chief Linehaul Network Engineer,Chief Executives,0.35355339059327373
4033,"Data Planning, Access & Sharing Lead",Data Scientists,0.3162277660168379
4034,Senior Ghostwriter,Food Preparation Workers,0.0
4035,Community and Youth Engagement Director,Social and Community Service Managers,0.39999999999999997
4036,Pro Bono Counsel,Food Preparation Workers,0.0
4037,Senior Media Manager,Media Programming Directors,0.3333333333333334
4038,Mobile Engineering Lead,Automotive Engineering Technicians,0.3333333333333334
4039,Certified Energy Manager,Energy Auditors,0.408248290463863
4040,Risk Division Associate,Financial Risk Specialists,0.3333333333333334
4041,Senior Project Engineer,Project Management Specialists,0.3333333333333334
4042,Quantitative Research Scientist,Clinical Research Coordinators,0.3333333333333334
4043,Grantee,Food Preparation Workers,0.0
4044,Special Event Manager,Special Forces,0.408248290463863
4045,Operations Analyst II,Airfield Operations Specialists,0.3333333333333334
4046,Research Analyst,Clinical Research Coordinators,0.408248290463863
4047,Intelligence Officer,Intelligence Analysts,0.4999999999999999
4048,Research and Development Engineer,Training and Development Managers,0.5
4049,Artistic Producer,Food Preparation Workers,0.0
4050,Product and Engineering Leader,Architectural and Engineering Managers,0.5
4051,Project Designer,Project Management Specialists,0.408248290463863
4052,Biomedical Engineer,Bioengineers and Biomedical Engineers,0.35355339059327373
4053,Senior Supply Planning Analyst,Supply Chain Managers,0.2886751345948129
4054,Developer Support Engineer,Computer Network Support Specialists,0.2886751345948129
4055,Acting Assistant Professor,Food Preparation Workers,0.0
4056,Special Project Coordinator,Special Forces,0.408248290463863
4057,Impact Metrics Analyst,Food Preparation Workers,0.0
4058,Forward Deployed Software Engineer,Software Developers,0.35355339059327373
4059,Manufacturing Engineer III,Manufacturing Engineers,0.408248290463863
4060,Hardware Development Engineer,Computer Hardware Engineers,0.3333333333333334
4061,Test Engineer I,Food Preparation Workers,0.0
4062,Policy Advisor,Climate Change Policy Analysts,0.35355339059327373
4063,Native English Teacher,"English Language and Literature Teachers, Postsecondary",0.2357022603955159
4064,Higher Executive officer,Executive Secretaries and Executive Administrative Assistants,0.408248290463863
4065,Senior Applied Data Scientist,Data Scientists,0.35355339059327373
4066,Student Administrative Assistant,Administrative Services Managers,0.3333333333333334
4067,Account Management Lead,Management Analysts,0.408248290463863
4068,Associate Disbursement Compliance Specialist,Compliance Managers,0.35355339059327373
4069,Principal Software Engineering Manager,Software Developers,0.35355339059327373
4070,Business and Entrepreneurship Teacher,"Agents and Business Managers of Artists, Performers, and Athletes",0.45226701686664544
4071,Middle School Teacher,"Special Education Teachers, Middle School",0.5163977794943223
4072,Math & English Tutor,"English Language and Literature Teachers, Postsecondary",0.2357022603955159
4073,Student Technician,Food Preparation Workers,0.0
4074,Strategy Analyst,Food Preparation Workers,0.0
4075,Bid Manager,Food Preparation Workers,0.0
4076,Equity Derivatives Analyst,Food Preparation Workers,0.0
4077,Veblen Research Instructor,Clinical Research Coordinators,0.3333333333333334
4078,Supervisory Economist,Food Preparation Workers,0.0
4079,Cellist,Food Preparation Workers,0.0
4080,Americas Supply Chain Supervisor,Supply Chain Managers,0.5773502691896258
4081,Japan Country Director,Food Preparation Workers,0.0
4082,Global Banking Policy Associate,Climate Change Policy Analysts,0.25
4083,Freelance Editor,Food Preparation Workers,0.0
4084,Air Quality Analyst,Air Traffic Controllers,0.3333333333333334
4085,Service Manager,Food Service Managers,0.408248290463863
4086,Software Engineering Manager,Software Developers,0.408248290463863
4087,Model,"Model Makers, Wood",0.5773502691896258
4088,Project Manager II,Project Management Specialists,0.3333333333333334
4089,Development Impact Associate,Training and Development Managers,0.2886751345948129
4090,Financial Solutions Developer,Financial Examiners,0.408248290463863
4091,Fiction writer,Food Preparation Workers,0.0
4092,Image consultant,Food Preparation Workers,0.0
4093,Compliance Manager,Compliance Managers,0.4999999999999999
4094,Curriculum Developer,Food Preparation Workers,0.0
4095,Product Marketing Manager,Marketing Managers,0.408248290463863
4096,Chief Finance Officer,Chief Executives,0.408248290463863
4097,Language Tutor,Speech-Language Pathologists,0.408248290463863
4098,Screenwriter,Food Preparation Workers,0.0
4099,Chair,Food Preparation Workers,0.0
4100,Mission Success Lead,Food Preparation Workers,0.0
4101,Freelance Tutor,Food Preparation Workers,0.0
4102,Booking Researcher,Food Preparation Workers,0.0
4103,Chief of Staff to VP of Supply Chain,Supply Chain Managers,0.3651483716701108
4104,Assistant Attorney General,"Dentists, General",0.408248290463863
4105,Curatorial Exhibitions Research Assistant,Clinical Research Coordinators,0.2886751345948129
4106,Serials Management Associate,Management Analysts,0.408248290463863
4107,AirPlay Audio Engineer,Audio and Video Technicians,0.2886751345948129
4108,Cyber Associate,Food Preparation Workers,0.0
4109,PhD Candidate,Food Preparation Workers,0.0
4110,Paralympic Sled Hockey Athlete,Food Preparation Workers,0.0
4111,Guard,Food Preparation Workers,0.0
4112,Talent Coordinator,Talent Directors,0.4999999999999999
4113,Manager Research Analyst,Clinical Research Coordinators,0.3333333333333334
4114,Tech Lead,Food Preparation Workers,0.0
4115,European Project Manager,Project Management Specialists,0.3333333333333334
4116,Restructuring and Finance Legal Associate,Paralegals and Legal Assistants,0.4472135954999579
4117,Senior Programme Officer,"Military Officer Special and Tactical Operations Leaders, All Other",0.19245008972987526
4118,Enterprise Account Manager,Bill and Account Collectors,0.2886751345948129
4119,Head of Design,Chefs and Head Cooks,0.2886751345948129
4120,Principal Product Marketing Manager,Marketing Managers,0.35355339059327373
4121,Postdoctoral Research Associate,Clinical Research Coordinators,0.3333333333333334
4122,Junior Software Developer,Software Developers,0.408248290463863
4123,DSP Partnerships Director,Food Preparation Workers,0.0
4124,IRTA Research Fellow,Clinical Research Coordinators,0.3333333333333334
4125,Principal Business Analyst,Business Continuity Planners,0.3333333333333334
4126,Energy Justice Liaison,Energy Auditors,0.408248290463863
4127,Lecturer in Law,"Law Teachers, Postsecondary",0.3333333333333334
4128,Trial Attorney,Food Preparation Workers,0.0
4129,Real Estate Broker,Real Estate Brokers,0.6666666666666669
4130,Solutions Engineer,Food Preparation Workers,0.0
4131,Merchandising Director,Food Preparation Workers,0.0
4132,Scientific Editor,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",0.21320071635561041
4133,Software Engineer III,Software Developers,0.408248290463863
4134,Marketing And Public Relations Specialist,Public Relations Specialists,0.5163977794943223
4135,Principal Workday Integrations Consultant,Food Preparation Workers,0.0
4136,Lead Software Engineer,Software Developers,0.408248290463863
4137,Confidential Assistant,Food Preparation Workers,0.0
4138,Artist Manager,Food Preparation Workers,0.0
4139,Freelance Photographer,Food Preparation Workers,0.0
4140,Senior Aide,Food Preparation Workers,0.0
4141,Research Staff Associate,Clinical Research Coordinators,0.3333333333333334
4142,flight test engineer,Flight Attendants,0.408248290463863
4143,Artist Liaison,Food Preparation Workers,0.0
4144,Psychiatric Technician,Psychiatric Aides,0.4999999999999999
4145,Software Development Engineer,Software Developers,0.408248290463863
4146,Cloud Engineer,Food Preparation Workers,0.0
4147,Resident Medical Officer,Medical Transcriptionists,0.408248290463863
4148,Scholar in Residence,Food Preparation Workers,0.0
4149,Electrical Low Yield Analysis Engineer,Electrical Engineers,0.3162277660168379
4150,Park Ranger,Park Naturalists,0.4999999999999999
4151,Senior Operations Engineer,Airfield Operations Specialists,0.3333333333333334
4152,Public Utility Analyst,Public Relations Specialists,0.3333333333333334
4153,Reader Advisor,Food Preparation Workers,0.0
4154,Psychologist,Food Preparation Workers,0.0
4155,Professional baseball player,Food Preparation Workers,0.0
4156,Edge AI Platform Engineer,Food Preparation Workers,0.0
4157,Advanced Physicist,Advanced Practice Psychiatric Nurses,0.35355339059327373
4158,Performance Director,"Makeup Artists, Theatrical and Performance",0.3162277660168379
4159,Chief Banking Officer,Chief Executives,0.408248290463863
4160,Visiting Fellow,Food Preparation Workers,0.0
4161,Senior Success Manager,Food Preparation Workers,0.0
4162,Associate Officer,"Military Officer Special and Tactical Operations Leaders, All Other",0.2357022603955158
4163,Planner,Food Preparation Workers,0.0
4164,Research Associate,Clinical Research Coordinators,0.408248290463863
4165,Digital Marketing Manager,Marketing Managers,0.408248290463863
4166,Senior Staff R&D Scientist,Food Preparation Workers,0.0
4167,Senior UX Researcher,Food Preparation Workers,0.0
4168,Co-Lead,Food Preparation Workers,0.0
4169,Registered Nurse,Nurse Anesthetists,0.4999999999999999
4170,Material Scientist,Refuse and Recyclable Material Collectors,0.3162277660168379
4171,Project Scientist,Project Management Specialists,0.408248290463863
4172,Community Leader,Community Health Workers,0.408248290463863
4173,Machine Learning Engineering Manager,Automotive Engineering Technicians,0.2886751345948129
4174,Director Of Engineering,Automotive Engineering Technicians,0.3333333333333334
4175,Associate Civil Engineer,Civil Engineers,0.408248290463863
4176,Cook,Food Preparation Workers,0.0
4177,New York Courts Reporter,New Accounts Clerks,0.2886751345948129
4178,Class Dean,Food Preparation Workers,0.0
4179,Copywriter,Food Preparation Workers,0.0
4180,Recruitment Coordinator,Food Preparation Workers,0.0
4181,Lead Technical Product Marketing Manager,Marketing Managers,0.3162277660168379
4182,Cloud Technical Account Manager,Technical Writers,0.35355339059327373
4183,Private Practice Clinician,"Cooks, Private Household",0.3333333333333334
4184,Institutional Equities Division Associate,Food Preparation Workers,0.0
4185,Principal Software Development Engineer,Software Developers,0.35355339059327373
4186,Upfitter Strategy Manager,Food Preparation Workers,0.0
4187,Advance Laboratory Assistant,Ophthalmic Laboratory Technicians,0.3333333333333334
4188,Instrumentation Engineer,Food Preparation Workers,0.0
4189,Global Marketing Manager,Marketing Managers,0.408248290463863
4190,Backend Lead,Food Preparation Workers,0.0
4191,Chief Resident,Chief Executives,0.4999999999999999
4192,Consulting Senior Analyst,Food Preparation Workers,0.0
4193,Season Pass Clerk,Food Preparation Workers,0.0
4194,Interim Postdoctoral Researcher,Food Preparation Workers,0.0
4195,Special Initiatives Coordinator,Special Forces,0.408248290463863
4196,Junior Editor,Food Preparation Workers,0.0
4197,Public Narrative Teaching Fellow,Public Relations Specialists,0.2886751345948129
4198,Analytics Consultant,Food Preparation Workers,0.0
4199,Interpreter,Food Preparation Workers,0.0
4200,Doctor,Food Preparation Workers,0.0
4201,Mergers and Acquisitions Analyst,"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders",0.36380343755449945
4202,Mitigation Specialist,Food Preparation Workers,0.0
4203,Senior Growth Architect,Food Preparation Workers,0.0
4204,Quantitative Trading Analyst,Financial Quantitative Analysts,0.3333333333333334
4205,Director of Communications,"Communications Teachers, Postsecondary",0.3333333333333334
4206,Assistant Staff Judge Advocate,Food Preparation Workers,0.0
4207,Venture Capital Investor,Food Preparation Workers,0.0
4208,Academic Alliance Team Lead,Team Assemblers,0.35355339059327373
4209,Middle Market Leader,"Special Education Teachers, Middle School",0.25819888974716115
4210,Associate Professor,Food Preparation Workers,0.0
4211,Student Researcher,Food Preparation Workers,0.0
4212,Operations and Strategy Senior Manager,General and Operations Managers,0.4472135954999579
4213,Senior Associate Portfolio Manager,Food Preparation Workers,0.0
4214,Operator,Food Preparation Workers,0.0
4215,Incoming Strategy Analyst,Food Preparation Workers,0.0
4216,Research Program Manager,Clinical Research Coordinators,0.3333333333333334
4217,Technology Advisor,Information Technology Project Managers,0.35355339059327373
4218,Technical Program Manager II,Technical Writers,0.35355339059327373
4219,freelance technical writer,Technical Writers,0.408248290463863
4220,Data Insights & Machine Learning,Data Scientists,0.35355339059327373
4221,Capabilities & Insights Analyst,Food Preparation Workers,0.0
4222,Baseball Player,Food Preparation Workers,0.0
4223,Advancement Director,Food Preparation Workers,0.0
4224,Internal Communications Manager,"Communications Teachers, Postsecondary",0.3333333333333334
4225,Learning Engineer,Food Preparation Workers,0.0
4226,Business Development Representative,Business Continuity Planners,0.3333333333333334
4227,Technical Program Manager,Technical Writers,0.408248290463863
4228,Strategic Programs Manager,"Eligibility Interviewers, Government Programs",0.2886751345948129
4229,Special Projects Policy Coordinator,Special Forces,0.35355339059327373
4230,Modeling Scientist,Food Preparation Workers,0.0
4231,Applied AI Engineer,Food Preparation Workers,0.0
4232,Content Developer,Food Preparation Workers,0.0
4233,Structural Engineer,Structural Iron and Steel Workers,0.3162277660168379
4234,Meditation Teacher,Food Preparation Workers,0.0
4235,Senior Lead,Food Preparation Workers,0.0
4236,Mathematician,Food Preparation Workers,0.0
4237,Software Systems Engineer,Software Developers,0.408248290463863
4238,Marketing Director,Marketing Managers,0.4999999999999999
4239,Postdoc,Food Preparation Workers,0.0
4240,Ophthalmology Resident,Food Preparation Workers,0.0
4241,Brand and Marketing Designer,Market Research Analysts and Marketing Specialists,0.4082482904638631
4242,Director of Development and Multifamily Investments,Training and Development Managers,0.4082482904638631
4243,Executive and Submissions Editor,Executive Secretaries and Executive Administrative Assistants,0.5303300858899106
4244,Home Energy Specialist,Energy Auditors,0.408248290463863
4245,Recruitment Advisor,Food Preparation Workers,0.0
4246,Deployment Manager,Food Preparation Workers,0.0
4247,Creative Executive,Executive Secretaries and Executive Administrative Assistants,0.4999999999999999
4248,Humanities Teacher,Food Preparation Workers,0.0
4249,Analyst Advisor,Food Preparation Workers,0.0
4250,Entertainment Market Research Analyst,Market Research Analysts and Marketing Specialists,0.4082482904638631
4251,Freelance Product Designer,Demonstrators and Product Promoters,0.2886751345948129
4252,Radiology Resident,Food Preparation Workers,0.0
4253,Managing Associate,Food Preparation Workers,0.0
4254,Recruiting Assistant,Food Preparation Workers,0.0
4255,Stage Director,Food Preparation Workers,0.0
4256,Higher Education Tutor,"Education Teachers, Postsecondary",0.3333333333333334
4257,Application Developer,Food Preparation Workers,0.0
4258,Veterinary Assistant,Veterinary Technologists and Technicians,0.35355339059327373
4259,Scientist,Food Preparation Workers,0.0
4260,Special Education Coordinator,"Special Education Teachers, Preschool",0.5773502691896258
4261,Front End Web Developer,Web Administrators,0.35355339059327373
4262,Editor in Chief,Chief Executives,0.408248290463863
4263,Task manager,Food Preparation Workers,0.0
4264,Principal Solutions Engineer,Food Preparation Workers,0.0
4265,Consulting Analyst,Food Preparation Workers,0.0
4266,Prenatal Genetic Counselor,Genetic Counselors,0.408248290463863
4267,Violin Teacher,Food Preparation Workers,0.0
4268,Operations Manager,Airfield Operations Specialists,0.408248290463863
4269,Banker Associate,Food Preparation Workers,0.0
4270,Professional,Food Preparation Workers,0.0
4271,Senior AI Software Engineer,Software Developers,0.35355339059327373
4272,Product Owner,Demonstrators and Product Promoters,0.35355339059327373
4273,Solar Industry Analyst,Solar Photovoltaic Installers,0.3333333333333334
4274,Tech Innovation Intern,Food Preparation Workers,0.0
4275,Article Editor,Food Preparation Workers,0.0
4276,Training Manager,Training and Development Managers,0.35355339059327373
4277,Technical Lead Manager,Technical Writers,0.408248290463863
4278,Cloud Customer Engineer,Customer Service Representatives,0.3333333333333334
4279,Managing Strategy Consultant,Food Preparation Workers,0.0
4280,Associate Program Manager,Food Preparation Workers,0.0
4281,Visual Artist,Food Preparation Workers,0.0
4282,Workshop Leader,Food Preparation Workers,0.0
4283,Freelance Editorial Assistant,Food Preparation Workers,0.0
4284,Creator Community Lead,Community Health Workers,0.3333333333333334
4285,Industry Business Solutions Lead,Business Continuity Planners,0.2886751345948129
4286,Founder And Director,"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders",0.420084025208403
4287,Real Estate Agent,Real Estate Brokers,0.6666666666666669
4288,Health Insurance Specialist,Insurance Underwriters,0.408248290463863
4289,Educational Advisor,"Educational Instruction and Library Workers, All Other",0.26726124191242434
4290,Quantitative Risk Analyst,Financial Risk Specialists,0.3333333333333334
4291,Security and AI/ML Developer,Security and Fire Alarm Systems Installers,0.36514837167011077
4292,Growth and Marketing Associate,Market Research Analysts and Marketing Specialists,0.4082482904638631
4293,Case Team Leader,Team Assemblers,0.408248290463863
4294,Racial Equity and Impact Lending Officer,"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders",0.29704426289300234
4295,Design Researcher,Food Preparation Workers,0.0
4296,C++ Engineer,Food Preparation Workers,0.0
4297,Lead Teacher,Food Preparation Workers,0.0
4298,Technical Product Owner,Technical Writers,0.408248290463863
4299,Biology Teacher,Food Preparation Workers,0.0
4300,Offensive Quality Control Coach,Quality Control Analysts,0.5773502691896258
4301,Development Coordinator,Training and Development Managers,0.35355339059327373
4302,Marketing Automation Manager,Marketing Managers,0.408248290463863
4303,Research Program Associate,Clinical Research Coordinators,0.3333333333333334
4304,MD/MPH Student,Food Preparation Workers,0.0
4305,Process Development Engineer,Training and Development Managers,0.2886751345948129
4306,Deputy Political Director,Political Scientists,0.408248290463863
4307,Graduate Clinician,Food Preparation Workers,0.0
4308,Technical Business Analyst,Technical Writers,0.408248290463863
4309,Business Technology Solutions Consultant,Business Continuity Planners,0.2886751345948129
4310,Dermatologist,Food Preparation Workers,0.0
4311,Graduate Facilitator,Food Preparation Workers,0.0
4312,Affordable Housing Preservation Manager,Food Preparation Workers,0.0
4313,Artist,Food Preparation Workers,0.0
4314,Recruitment Chief,Chief Executives,0.4999999999999999
4315,Customer Service Ninja,Customer Service Representatives,0.6666666666666669
4316,CAD Supervisor,Food Preparation Workers,0.0
4317,Technical Consultant,Technical Writers,0.4999999999999999
4318,Digital Teaching Fellow,Digital Forensics Analysts,0.3333333333333334
4319,Managing Member,Food Preparation Workers,0.0
4320,Provider,Food Preparation Workers,0.0
4321,Manufacturing Engineer,Manufacturing Engineers,0.4999999999999999
4322,Chief Financial and Innovation Officer,Financial and Investment Analysts,0.4472135954999579
4323,Data and Budget Analyst,"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders",0.36380343755449945
4324,Quality Assurance,Software Quality Assurance Analysts and Testers,0.5773502691896258
4325,Project & Development Coordinator,Project Management Specialists,0.3333333333333334
4326,Distribution Platoon Leader,"Transportation, Storage, and Distribution Managers",0.25819888974716115
4327,Data Team Lead,Data Scientists,0.408248290463863
4328,Psychotherapist Intern,Food Preparation Workers,0.0
4329,Assistant General Manager,"Dentists, General",0.408248290463863
4330,Health Policy Fellow,Mental Health Counselors,0.3333333333333334
4331,Administrator,Food Preparation Workers,0.0
4332,Accounts Payable Supervisor,New Accounts Clerks,0.3333333333333334
4333,Senior Portfolio Analyst,Food Preparation Workers,0.0
4334,Head Editor,Chefs and Head Cooks,0.35355339059327373
4335,Clinical Researcher,Clinical Neuropsychologists,0.4999999999999999
4336,Energy Industry Analyst,Energy Auditors,0.408248290463863
4337,Recruiting Associate,Food Preparation Workers,0.0
4338,Product Policy Manager,Demonstrators and Product Promoters,0.2886751345948129
4339,Wild Rivers Advocate,Food Preparation Workers,0.0
4340,Senior Design Engineer,Food Preparation Workers,0.0
4341,Senior Associate Sales Manager,Sales Managers,0.35355339059327373
4342,Counselor Therapist,Physical Therapist Aides,0.408248290463863
4343,Presidential Management Associate,Management Analysts,0.408248290463863
4344,Investment Specialist,Investment Fund Managers,0.408248290463863
4345,Special Events Coordinator,Special Forces,0.408248290463863
4346,Learning Coordinator,Food Preparation Workers,0.0
4347,Speech Therapist,Physical Therapist Aides,0.408248290463863
4348,Creative Assistant,"Poets, Lyricists and Creative Writers",0.3162277660168379
4349,Propulsion Development Engineer,Training and Development Managers,0.2886751345948129
4350,Human Capital Business Analyst,Business Continuity Planners,0.2886751345948129
4351,Postgraduate Student,Food Preparation Workers,0.0
4352,Satellite Communications Technician,"Communications Teachers, Postsecondary",0.3333333333333334
4353,Student Naval Aviator,"Architects, Except Landscape and Naval",0.25819888974716115
4354,Deputy State Solicitor,Food Preparation Workers,0.0
4355,Postdoctoral Teaching Fellow,"Teaching Assistants, Postsecondary",0.3333333333333334
4356,Research Associate II,Clinical Research Coordinators,0.3333333333333334
4357,Strategy and Operations Manager,Aerospace Engineering and Operations Technologists and Technicians,0.5
4358,Integration and Test Engineer II,"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders",0.32539568672798425
4359,House Staff,Food Preparation Workers,0.0
4360,Assembly Integration and Testing Automation Engineer,"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders",0.29704426289300234
4361,Central Operations Manager,Airfield Operations Specialists,0.3333333333333334
4362,US Army Military Police Reserve Officer,"Military Officer Special and Tactical Operations Leaders, All Other",0.2721655269759087
4363,Operations and Grants Director,Aerospace Engineering and Operations Technologists and Technicians,0.5
4364,Knowledge Manager,Food Preparation Workers,0.0
4365,Programming Tutor,Media Programming Directors,0.408248290463863
4366,Video game scriptwriter,Video Game Designers,0.6666666666666669
4367,Regional Program Coordinator,Urban and Regional Planners,0.2886751345948129
4368,Senior Policy Analyst,Climate Change Policy Analysts,0.2886751345948129
4369,Upper School Math & Science Teacher,School Psychologists,0.3162277660168379
4370,Mechanical Manufacturing Engineer,Mechanical Drafters,0.408248290463863
4371,Creative Content Manager,"Poets, Lyricists and Creative Writers",0.25819888974716115
4372,Research Scholar,Clinical Research Coordinators,0.408248290463863
4373,Senior Solution Specialist,Food Preparation Workers,0.0
4374,Senior Credit Risk Analyst,Credit Counselors,0.35355339059327373
4375,Senior Creative Project Manager,Project Management Specialists,0.2886751345948129
4376,Practice Area Lead,Advanced Practice Psychiatric Nurses,0.2886751345948129
4377,Software Test Engineer,Software Developers,0.408248290463863
4378,Neuroimmunology Fellow,Food Preparation Workers,0.0
4379,Associate Structural Engineer,Structural Iron and Steel Workers,0.25819888974716115
4380,Associate Attorney,Food Preparation Workers,0.0
4381,Area Head,Chefs and Head Cooks,0.35355339059327373
4382,Assistant Scientist,Food Preparation Workers,0.0
4383,Graduate Research Assistant,Clinical Research Coordinators,0.3333333333333334
4384,Marketing Associate,Marketing Managers,0.4999999999999999
4385,Associate Planner,Food Preparation Workers,0.0
4386,Surgery Fellow,Food Preparation Workers,0.0
4387,Founder & CTO,Food Preparation Workers,0.0
4388,Ph.D candidate,Food Preparation Workers,0.0
4389,Field Service Engineer,Food Service Managers,0.3333333333333334
4390,Technical Manager,Technical Writers,0.4999999999999999
4391,Senior Research,Clinical Research Coordinators,0.408248290463863
4392,Course Assistant,Food Preparation Workers,0.0
4393,Pitcher,Food Preparation Workers,0.0
4394,Thermal Engineer,Solar Thermal Installers and Technicians,0.3162277660168379
4395,Community Solar Manager,Solar Photovoltaic Installers,0.3333333333333334
4396,valuation Analyst,Food Preparation Workers,0.0
4397,Digital Communications Associate,Digital Forensics Analysts,0.3333333333333334
4398,Senior User Experience Designer,Computer User Support Specialists,0.25
4399,Distinguished postdoctoral fellow,Food Preparation Workers,0.0
4400,Director's Postdoc Fellow,Food Preparation Workers,0.0
4401,Pilot Plant Engineer,Biomass Plant Technicians,0.3333333333333334
4402,Social Worker II,Healthcare Social Workers,0.3333333333333334
4403,Trader Assistant,Food Preparation Workers,0.0
4404,Product Engineer,Demonstrators and Product Promoters,0.35355339059327373
4405,Litigation Legal Assistant,Paralegals and Legal Assistants,0.2886751345948129
4406,Aerospace Engineer,Aerospace Engineers,0.4999999999999999
4407,Co-founder and COO,"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders",0.36380343755449945
4408,Mechanical Design Engineer II,Mechanical Drafters,0.35355339059327373
4409,Deputy Mayor of Intergovernmental Affairs,Regulatory Affairs Managers,0.25819888974716115
4410,ENGLISH TEACHING ASSISTANTSHIP,"Teaching Assistants, Postsecondary",0.3333333333333334
